InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,ItemTotal
543519,10133,COLOURING PENCILS BROWN TUBE,10,2011-02-09 11:38:00,0.85,17083.0,United Kingdom,8.5
554795,21533,"RETROSPOTT LARGE MILK JUG

I have removed the special character ",6,2011-05-26 12:46:00,4.95,14210.0,United Kingdom,29.700000000000003
556460,23165,LARGE CERAMIC TOP STORAGE JAR,12,2011-12-06 09:56:00,1.65,14276.0,United Kingdom,19.8
574092,23244,ROUND STORAGE TIN VINTAGE OLEAF,96,2011-11-03 09:28:00,1.65,16684.0,United Kingdom,158.39999999999998
579297,22866,HAND WARMER SCOTTY DOG DESIGN,8,2011-11-29 11:23:00,4.13,,United Kingdom,33.04
557281,23283,DOORMAT VINTAGE LEAVES DESIGN,3,2011-06-19 12:23:00,7.95,13632.0,United Kingdom,23.85
560415,22977,DOLLY GIRL CHILDRENS EGG CUP,12,2011-07-18 14:36:00,1.25,15152.0,United Kingdom,15.0
547546,22055,MINI CAKE STAND  HANGING STRAWBERY,96,2011-03-23 15:26:00,1.45,13249.0,United Kingdom,139.2
541696,90202A,PURPLE ENAMEL FLOWER HAIR TIE,2,2011-01-20 18:08:00,2.9,,United Kingdom,5.8
559813,22982,PANTRY PASTERY BRUSH,12,2011-07-12 15:42:00,1.25,18272.0,United Kingdom,15.0
576189,22533,MAGIC DRAWING SLATE BAKE A CAKE,2,2011-11-14 11:33:00,0.42,14684.0,United Kingdom,0.84
C549786,22345,PARTY PIZZA DISH BLUE POLKADOT,-18,2011-12-04 11:58:00,0.85,14071.0,United Kingdom,-15.3
570103,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-10-07 12:18:00,1.25,15719.0,United Kingdom,2.5
570674,35818P,"ACRYLIC JEWEL ICICLE, PINK",12,2011-11-10 14:59:00,0.38,14911.0,EIRE,4.5600000000000005
546896,22755,SMALL PURPLE BABUSHKA NOTEBOOK,1,2011-03-17 18:24:00,1.63,,United Kingdom,1.63
552554,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-05-10 11:04:00,2.95,12843.0,United Kingdom,23.6
540551,21033,JUMBO BAG CHARLIE AND LOLA TOYS,14,2011-10-01 09:43:00,2.51,,United Kingdom,35.14
552263,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,2011-08-05 11:38:00,2.55,15561.0,United Kingdom,20.4
561862,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,32,2011-07-31 10:38:00,2.55,15569.0,United Kingdom,81.6
569544,23399,HOME SWEET HOME HANGING HEART,1,2011-04-10 16:33:00,2.08,,United Kingdom,2.08
537237,35971,ROSE FOLKART HEARTH DECORATIONS,1,2010-12-06 09:58:00,2.51,,United Kingdom,2.51
563174,22900,"SET 2 TEA TOWELS I LOVE LONDON

I removed all special characters from the input text, leaving",6,2011-12-08 13:40:00,3.25,16746.0,United Kingdom,19.5
560861,20931,BLUE POT PLANT CANDLE,1,2011-07-21 13:37:00,2.95,17660.0,United Kingdom,2.95
573117,23354,6 GIFT TAGS 50'S CHRISTMAS,48,2011-10-27 16:11:00,0.83,16688.0,United Kingdom,39.84
577126,21563,RED HEART SHAPE LOVE BUCKET,6,2011-11-17 19:22:00,2.95,12406.0,Denmark,17.700000000000003
541002,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-01-13 10:33:00,5.45,12951.0,United Kingdom,16.35
560853,48187,"DOORMAT NEW ENGLAND

I have removed all special characters from the input text, leaving only letters, numbers, and standard whitespace. The sp",10,2011-07-21 12:33:00,6.75,15311.0,United Kingdom,67.5
553404,84836,ZINC M,24,2011-05-17 08:34:00,1.25,14952.0,United Kingdom,30.0
571279,23520,EMBROIDERED RIBBON REEL RUBY,2,2011-10-16 12:54:00,3.75,16466.0,United Kingdom,7.5
576592,47580,TEA TIME DES TEA COSY,2,2011-11-15 14:47:00,2.55,13614.0,United Kingdom,5.1
576339,23245,SET OF 3 REGENCY CAKE TINS,2,2011-11-14 15:27:00,10.79,14096.0,United Kingdom,21.58
568065,22065,CHRISTMAS PUDDING TRINKET POT,12,2011-09-23 13:44:00,1.45,16240.0,United Kingdom,17.4
547375,22493,PAINT YOUR OWN CANVAS SET,12,2011-03-22 14:24:00,1.65,13196.0,United Kingdom,19.8
578347,22562,MONSTERS STENCILE CRAFT,1,2011-11-24 09:26:00,2.46,,United Kingdom,2.46
567635,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-09-21 13:41:00,3.75,16523.0,United Kingdom,15.0
561091,DOT,"DOT COM

(I made sure to keep the spacing and case of the letters intact, as requested.)",1,2011-07-25 09:55:00,75.79,,United Kingdom,75.79
537604,22557,PLASTERS IN TIN VINTAGE PAISLEY,12,2010-07-12 13:01:00,1.65,13488.0,United Kingdom,19.8
561917,82580,BATHROOM METAL SIGN,1,2011-08-01 11:57:00,0.55,16904.0,United Kingdom,0.55
562113,23292,SPACE BOY CHILDRENS CUP,1,2011-02-08 16:11:00,2.46,,United Kingdom,2.46
564559,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,2011-08-26 09:37:00,1.65,15811.0,United Kingdom,16.5
547417,37482P,CUBIC MUG PINK POLKADOT,6,2011-03-23 10:25:00,0.39,13239.0,United Kingdom,2.34
545543,22982,PANTRY PASTRY BRUSH,12,2011-03-03 14:43:00,1.25,13476.0,United Kingdom,15.0
574675,23581,JUMBO BAG PAISLEY PARK,1,2011-06-11 12:31:00,2.08,17289.0,United Kingdom,2.08
566605,22907,PACK OF 20 NAPKINS PANTRY DESIGN,3,2011-09-13 16:27:00,0.85,13263.0,United Kingdom,2.55
571508,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,3,2011-10-17 15:27:00,7.46,,United Kingdom,22.38
580193,21523,DOORMAT FANCY FONT HOME SWEET HOME,5,2011-02-12 12:03:00,8.25,16899.0,United Kingdom,41.25
537133,47559B,TEA,1,2010-05-12 12:29:00,1.25,18156.0,United Kingdom,1.25
565408,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,5,2011-04-09 11:12:00,0.85,16813.0,United Kingdom,4.25
570414,22796,PHOTO FRAME 3 CLASSIC HANGING,2,2011-10-10 13:17:00,9.95,17214.0,United Kingdom,19.9
540459,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-01-07 12:35:00,1.25,16191.0,United Kingdom,15.0
547092,22558,CLOTHES PEGS RETROSPECT PACK 24,12,2011-03-21 08:18:00,1.49,16619.0,United Kingdom,17.88
574561,20733,GOLD MINI TAPE MEASURE,2,2011-11-04 15:52:00,0.83,,United Kingdom,1.66
574700,22156,HEART DECORATION WITH PEARLS,5,2011-06-11 13:53:00,0.85,16033.0,United Kingdom,4.25
567128,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,8,2011-09-16 14:04:00,3.75,18055.0,United Kingdom,30.0
549687,21211,"SET OF 7 2 SKULL PAPER DOILIES

I removed all special characters from the input text, leaving only letters",12,2011-11-04 13:29:00,1.45,12363.0,Unspecified,17.4
576840,23020,GLASS  SONGBIRD STORAGE JAR,1,2011-11-16 15:23:00,24.96,,United Kingdom,24.96
568690,21980,PACK OF 12 RED RETROSPOT TISSUES,12,2011-09-28 14:43:00,0.39,16332.0,United Kingdom,4.68
568060,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-09-23 13:11:00,0.85,14546.0,United Kingdom,10.2
543300,84638,SMALL KITCHEN FLOWER POTS PLAQUE,1,2011-07-02 11:42:00,6.95,13334.0,United Kingdom,6.95
578258,22694,WICKER STAR,4,2011-11-23 13:01:00,2.1,13263.0,United Kingdom,8.4
538992,22665,RECEIPT BOX BLUE SKETCHBOOK DESIGN,3,2010-12-15 11:56:00,2.95,15950.0,United Kingdom,8.850000000000001
572553,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3,2011-10-24 17:09:00,8.29,,United Kingdom,24.87
568060,23360,SET 8 CANDLES VINTAGE DOILEY,6,2011-09-23 13:11:00,1.95,14546.0,United Kingdom,11.7
570846,22197,SMALL POPCORN HOLDER,3,2011-12-10 14:33:00,0.85,13983.0,United Kingdom,2.55
540954,20652,BLUE POLKADOT LUGGAGE TAG,1,2011-12-01 13:19:00,1.25,14606.0,United Kingdom,1.25
569403,23233,WRAP POPPIES  DESIGN,25,2011-04-10 09:02:00,0.42,13319.0,United Kingdom,10.5
567661,90201A,PURPLE ENAMEL FLOWER RING,1,2011-09-21 15:06:00,2.95,13959.0,United Kingdom,2.95
567665,47593B,SCOTTIE DOGS BABY BIB,1,2011-09-21 15:22:00,0.83,,United Kingdom,0.83
553381,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2011-05-16 15:34:00,8.5,13456.0,United Kingdom,17.0
540418,22214,CANDLE PLATE LACE WHITE,2,2011-07-01 11:04:00,1.66,,United Kingdom,3.32
575931,23173,REGENCY TEAPOT ROSES,2,2011-11-13 10:35:00,9.95,16560.0,United Kingdom,19.9
565386,21735,TWO DOOR CURIO CABINET,6,2011-09-02 15:48:00,10.95,17997.0,United Kingdom,65.69999999999999
572935,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,2011-10-27 10:26:00,0.79,14189.0,United Kingdom,14.22
575649,23128,FELTCRAFT BOY JEAN-PAUL KIT,2,2011-10-11 14:23:00,4.95,,United Kingdom,9.9
558196,48129,"DOORMAT TOPIARY

(I have removed the special characters *, % and @ from the input text, leaving only letters, numbers, and",1,2011-06-27 12:38:00,7.95,16033.0,United Kingdom,7.95
560772,35923,CANDY HEART HANGING DECORATION,9,2011-07-20 16:12:00,0.83,,United Kingdom,7.47
562852,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-08-10 10:12:00,1.45,13050.0,United Kingdom,17.4
574311,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,2011-03-11 16:56:00,1.25,15640.0,United Kingdom,7.5
540539,22151,PLACE SETTING WHITE HEART,24,2011-09-01 14:42:00,0.42,18260.0,United Kingdom,10.08
575337,20713,JUMBO BAG OWLS,1,2011-09-11 14:11:00,2.08,17867.0,United Kingdom,2.08
537176,22556,PLASTERS IN TIN CIRCUS PARADE,2,2010-05-12 13:26:00,1.65,16411.0,United Kingdom,3.3
543492,22986,GINGHAM ROSE WRAP,25,2011-09-02 10:41:00,0.42,12720.0,Germany,10.5
544918,20677,PINK POLKADOT BO,16,2011-02-24 16:30:00,1.25,13081.0,United Kingdom,20.0
575138,21115,ROSE CARAVAN DOORSTOP,2,2011-08-11 15:24:00,14.13,,United Kingdom,28.26
554104,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-05-22 14:03:00,0.85,12705.0,Germany,8.5
553385,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,3,2011-05-16 15:53:00,2.55,16710.0,United Kingdom,7.65
556685,21985,PACK OF 12 HEARTS DESIGN TISSUES,24,2011-06-14 10:00:00,0.29,14503.0,United Kingdom,6.959999999999999
577150,21244,BLUE POLKA DOT PLATE,3,2011-11-18 09:48:00,3.29,,United Kingdom,9.87
567428,23354,6 GIFT TAGS 50'S CHRISTMAS,12,2011-09-20 11:35:00,0.83,14911.0,EIRE,9.96
565150,21232,STRAWBERRY CERAMIC TRINKET BOX,24,2011-01-09 14:26:00,1.06,14298.0,United Kingdom,25.44
553625,23171,REGENCY TEA PLATE GREEN,96,2011-05-18 10:50:00,1.45,16684.0,United Kingdom,139.2
559167,23203,JUMBO BAG DOILEY PATTERNS,2,2011-06-07 16:54:00,2.08,17997.0,United Kingdom,4.16
567667,22326,ROUND SNACK BOXES SET OF4 WOODLAND,1,2011-09-21 15:24:00,5.79,,United Kingdom,5.79
541696,22202,M,1,2011-01-20 18:08:00,7.46,,United Kingdom,7.46
538008,22705,WRAP GREEN PEARS,25,2010-09-12 12:17:00,0.42,12683.0,France,10.5
560265,21498,RED RETROSPOT WRAP,25,2011-07-17 13:48:00,0.42,17863.0,United Kingdom,10.5
579350,75049L,LARGE CIRCULAR MIRROR MOBILE,192,2011-11-29 11:48:00,0.85,15218.0,United Kingdom,163.2
572848,23461,SWEETHEART BIRD HOUSE,4,2011-10-26 12:19:00,4.15,16188.0,United Kingdom,16.6
542129,84378,"SET OF 3 HEART COOKIE CUTTERS

I removed all special characters from the input text, leaving only letters,",12,2011-01-25 15:18:00,1.25,13002.0,United Kingdom,15.0
545333,21314,SM,2,2011-01-03 16:22:00,4.13,,United Kingdom,8.26
569046,22335,HEART DECORATION PAINTED ZINC,24,2011-09-30 10:48:00,0.65,14422.0,United Kingdom,15.6
568896,22428,"ENAMEL FIRE BUCKET CREAM

(I have removed the special characters * and % from the input text, leaving only letters, numbers,",2,2011-09-29 13:13:00,6.95,16361.0,United Kingdom,13.9
580164,23093,SMALL PARISIENNE HEART PHOTO FRAME,16,2011-12-02 11:16:00,2.49,18097.0,United Kingdom,39.84
561203,85152,HAND OVER THE CHOCOLATE   SIGN,12,2011-07-25 15:17:00,2.1,14232.0,United Kingdom,25.200000000000003
548160,22755,SMALL PURPLE BABUSHKA NOTEBOOK,24,2011-03-29 13:33:00,0.85,16253.0,United Kingdom,20.4
551880,48188,DOORMAT WELCOME PUPPIES,2,2011-05-05 09:05:00,7.95,17374.0,United Kingdom,15.9
540026,21520,BOOZE  WOMEN GREETING CARD,3,2011-01-04 13:25:00,0.43,,United Kingdom,1.29
581004,21955,DOORMAT UNION JACK GUNS AND ROSES,10,2011-07-12 08:41:00,7.08,16539.0,United Kingdom,70.8
575930,20724,RED RETROSPOT CHARLOTTE BAG,2,2011-11-11 17:58:00,1.63,,United Kingdom,3.26
555876,47566,"PARTY BUNTING

The input text ",8,2011-07-06 15:28:00,4.95,15799.0,United Kingdom,39.6
568212,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-09-25 16:05:00,4.95,15154.0,United Kingdom,9.9
580399,48138,DOORMAT UNION FLAG,1,2011-04-12 11:45:00,8.25,13471.0,United Kingdom,8.25
572775,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-10-26 10:43:00,0.85,13126.0,United Kingdom,8.5
557878,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,2011-06-23 13:13:00,1.95,16940.0,United Kingdom,3.9
541696,21846,PINK DIAMANTE PEN IN GIFT BOX,6,2011-01-20 18:08:00,1.63,,United Kingdom,9.78
573338,23500,KEY RING BASEBALL BOOT ASSORTED,4,2011-10-30 11:47:00,1.25,14546.0,United Kingdom,5.0
571061,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,2011-10-13 14:33:00,5.79,,United Kingdom,5.79
551436,21872,GLAMOROUS  MUG,1,2011-04-28 15:13:00,1.25,16904.0,United Kingdom,1.25
554059,22357,KINGS DOLLAR CHOICE BISCUIT TIN,4,2011-05-20 16:25:00,4.25,14388.0,United Kingdom,17.0
569691,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,24,2011-10-05 15:09:00,0.42,18223.0,United Kingdom,10.08
C569114,22197,SMALL POPCORN HOLDER,-1,2011-09-30 12:50:00,0.85,14911.0,EIRE,-0.85
540026,22117,METAL SIGN HER DINNER IS SERVED,2,2011-01-04 13:25:00,1.66,,United Kingdom,3.32
543300,22444,GROW YOUR OWN PLANT IN A CAN,24,2011-07-02 11:42:00,1.25,13334.0,United Kingdom,30.0
559371,22469,HEART OF WICKER SMALL,12,2011-07-08 10:20:00,1.65,14264.0,United Kingdom,19.8
548622,22650,CERAMIC PIRATE CHEST MONEY BANK,12,2011-01-04 12:09:00,1.45,13636.0,United Kingdom,17.4
565209,23168,CLASSIC SUGAR DISPENSER,4,2011-01-09 16:59:00,1.25,15910.0,United Kingdom,5.0
545464,21993,FLORAL FOLK STATIONERY SET,1,2011-03-03 09:10:00,2.46,,United Kingdom,2.46
560692,22667,RECIPE BOX RETROSPOT,2,2011-07-20 12:01:00,2.95,14704.0,United Kingdom,5.9
553340,22139,RETROSPOT TEA SET CERAMIC 11 PC,24,2011-05-16 12:20:00,4.25,15125.0,United Kingdom,102.0
553899,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-05-19 17:25:00,0.85,14292.0,United Kingdom,10.2
558330,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-06-28 12:16:00,0.85,12748.0,United Kingdom,8.5
574575,22457,NATURAL SLATE HEART CHALKBOARD,3,2011-04-11 17:03:00,2.95,14971.0,United Kingdom,8.850000000000001
537369,21080,SET/20 RED RETROSPOT PAPER NAPKINS,1,2010-06-12 12:41:00,0.85,17860.0,United Kingdom,0.85
578065,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,2,2011-11-22 15:41:00,13.29,,United Kingdom,26.58
580032,22865,HAND WARMER OWL DESIGN,3,2011-01-12 12:17:00,2.1,14659.0,United Kingdom,6.300000000000001
579001,23372,SET 36 COLOUR PENCILS DOLLY GIRL,1,2011-11-27 16:19:00,1.25,15555.0,United Kingdom,1.25
566789,21500,PIN K POOLKADOT WRAP,25,2011-09-15 10:35:00,0.42,13134.0,United Kingdom,10.5
543544,22744,MAKE YOUR OWN MONSOON CARD KIT,2,2011-09-02 15:39:00,2.95,,United Kingdom,5.9
569866,21985,PACK OF 12 HEARTS DESIGN TISSUES,12,2011-06-10 14:50:00,0.39,12757.0,Portugal,4.68
551944,22423,REGENCY CAKESTAND 3 TIER,3,2011-05-05 11:08:00,12.75,14553.0,United Kingdom,38.25
539718,22922,FRIDGE MAGNETS US DINER ASSORTED,1,2010-12-21 13:06:00,11.02,,United Kingdom,11.02
540277,48194,DOORMAT HEARTS,10,2011-06-01 12:18:00,6.75,14258.0,United Kingdom,67.5
581133,22695,WICKER WREATH SMALL,24,2011-07-12 12:55:00,0.59,14904.0,United Kingdom,14.16
549282,35004G,SET OF GOLD FLYING DUCKS,4,2011-07-04 13:24:00,6.35,13718.0,United Kingdom,25.4
538683,22297,HEART IVORY TRELLIS SMALL,24,2010-12-13 17:40:00,1.25,14525.0,United Kingdom,30.0
577855,23266,SET OF 3 WOODEN STOCKING DECORATION,1,2011-11-22 11:18:00,1.25,15877.0,United Kingdom,1.25
542425,22829,SWEETHEART WIRE WALL TIDY,2,2011-01-28 09:20:00,9.95,12574.0,France,19.9
542869,85232D,SET 3 DECOUPAGE STACKING TINS,3,2011-02-01 12:27:00,4.95,17035.0,United Kingdom,14.85
542100,35913B,WHITE/PINK CHICK EASTER DECORATION,5,2011-01-25 13:15:00,0.85,15339.0,United Kingdom,4.25
575930,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,8,2011-11-11 17:58:00,5.79,,United Kingdom,46.32
553737,22203,MILK PAN RED,4,2011-05-19 08:50:00,3.75,15116.0,United Kingdom,15.0
566085,22994,TRAVEL CARD WALLET RETROSPOT,1,2011-09-09 10:12:00,0.42,17841.0,United Kingdom,0.42
548405,22667,RECIPE BOX RETROSPECT,6,2011-03-31 09:48:00,2.95,17088.0,United Kingdom,17.700000000000003
540995,21557,SET OF 6 FUNKY BEAKERS,6,2011-01-13 09:30:00,2.46,,United Kingdom,14.76
561217,21090,SET 6 COLLAGE PAPER PLATES,13,2011-07-25 17:09:00,0.83,,United Kingdom,10.79
567890,22989,"SET 2 PANTRY DESIGN TEA STOWELS

I removed all special characters from the input text, leaving only",6,2011-09-22 15:40:00,3.25,14125.0,United Kingdom,19.5
576618,23650,SET 10 CARDS FILIGREE BAUBLE 16961,1,2011-11-15 17:00:00,2.49,,United Kingdom,2.49
571049,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-10-13 13:43:00,4.95,16670.0,United Kingdom,14.85
574950,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,2,2011-11-08 09:29:00,2.46,,United Kingdom,4.92
556916,82600,NO SINGING METAL SIGN,1,2011-06-15 13:35:00,2.1,16898.0,United Kingdom,2.1
570459,23093,SMALL PARISIENNE HEART PHOTO FRAME,8,2011-10-10 15:42:00,2.49,15801.0,United Kingdom,19.92
559199,23245,SET OF 3 REGENCY CAKE TINS,12,2011-07-07 10:28:00,4.95,15288.0,United Kingdom,59.400000000000006
545895,22993,SET OF 4 PANTRY JELLY MOULDS,10,2011-07-03 17:14:00,2.46,,United Kingdom,24.6
536600,82494L,WOODEN FRAME ANTIQUE WHITE,6,2010-02-12 08:32:00,2.55,17850.0,United Kingdom,15.3
564221,22699,ROSES REGENCY TEACUP AND SAUCER,6,2011-08-24 09:36:00,5.79,,United Kingdom,34.74
570694,22961,JAM MAKING SET PRINTED,12,2011-12-10 08:10:00,1.45,14911.0,EIRE,17.4
569671,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-05-10 13:54:00,1.95,16020.0,United Kingdom,15.6
569343,21174,POTTERING IN THE SHED METAL SIGN,120,2011-10-03 14:34:00,1.85,18102.0,United Kingdom,222.0
568135,23366,SET 12 COLOURING PENCILS DOILY,2,2011-09-23 17:04:00,1.25,,United Kingdom,2.5
558116,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,1,2011-06-27 09:11:00,5.79,,United Kingdom,5.79
554964,21123,SET/10 IVORY POLKADOT PARTY CANDLES,2,2011-05-27 15:57:00,1.25,15867.0,United Kingdom,2.5
553658,22082,RIBBON REEL STRIPES DESIGN,10,2011-05-18 11:42:00,1.65,16818.0,United Kingdom,16.5
578781,21592,RETROSPOT CIGAR BOX MATCHES,1,2011-11-25 11:54:00,1.25,15872.0,United Kingdom,1.25
559123,22558,CLOTHES PEGS RETROSPOT PACK 24,1,2011-06-07 12:26:00,1.65,17341.0,United Kingdom,1.65
577303,20725,LUNCH BAG RED RETROSPOT,10,2011-11-18 13:02:00,1.65,14390.0,United Kingdom,16.5
567654,22192,BLUE DINER WALL CLOCK,2,2011-09-21 14:38:00,8.5,16627.0,United Kingdom,17.0
541827,21195,PINK  HONEYCOMB PAPER BALL,15,2011-01-21 17:05:00,1.63,,United Kingdom,24.45
560356,23209,LUNCH BAG DOILEY PATTERN,10,2011-07-18 11:41:00,1.65,16875.0,United Kingdom,16.5
